CBO2002;TITULO;trad;Job_Zone;code;prox;title
374135;Técnico em projeto de aúdio;Technician in audio project;;;;
374135;Projetista de áudio;Audio Designer;3;27-1022.00;0.7096774193548387;Fashion Designers
374135;Engenheiro projetista de áudio;Project Engineer;4;17-2171.00;0.7428571428571429;Petroleum Engineers
374130;Técnico de mixagem;Technical Mixer;4;27-3042.00;0.8125;Technical Writers
374130;Mixador;Mixer;;;;
374115;Engenheiro de master;Master engineer;4;17-2131.00;0.7647058823529411;Materials Engineers
374110;Roadie (assistente de palco);Roadie (assistant camera);;;;
374110;Auxiliar técnico de montagem;Mounting Technician;3;17-3031.02;0.7894736842105263;Mapping Technicians
374110;Técnico de montagem;Mounting Technician;3;17-3031.02;0.7894736842105263;Mapping Technicians
374110;Auxiliar de instalação (equipamentos de rádio);Installation assistant (radio equipment);;;;
374110;Instalador de equipamentos de áudio;Audio Equipment Installer;2;47-2041.00;0.6190476190476191;Carpet Installers
374215;Técnico de teatro;Theater technician;3;19-4031.00;0.6842105263157895;Chemical Technicians
374215;Técnico de teatro;Theater technician;2;29-2051.00;0.6842105263157895;Dietetic Technicians
374205;Construtor de cenários;Scenario Builder;2;51-9197.00;0.6206896551724138;Tire Builders
374215;Maquinista de cenário;Top Movies |;;;;
374215;Técnico de palco;Stage technician;3;17-3031.02;0.6857142857142857;Mapping Technicians
374415;Compositor de imagens;Picture Composer;;;;
374425;Diretor de tv;Tv director;4;27-1011.00;0.6666666666666666;Art Directors
374425;Diretor de tv;Tv director;4;27-2012.04;0.6666666666666666;Talent Directors
374415;Criador de efeitos visuais;Visual effects artist;;;;
374415;Criador de efeitos especiais;Special effects creator;;;;
374415;Pós-produtor de tv e vídeo;TV and video post-producer;;;;
374425;Diretor de corte;Cutting Director;4;27-2041.01;0.7096774193548387;Music Directors
374405;Editor de tv e vídeo;TV and video editor;3;27-4032.00;0.7317073170731707;Film and Video Editors
374405;Editor de imagens;Image editor;;;;
374405;Editor de vt;Editor vt;4;27-3041.00;0.75;Editors
374425;Dtv;dtv;;;;
374405;Editor de pós-produção;Post-production editor;5;25-9031.00;0.625;Instructional Coordinators
374405;Editor finalizador;Finishing editor;;;;
375110;Vitrinista;Vitrinista;5;29-1131.00;0.6086956521739131;Veterinarians
375120;Decorador de festas;Party Decorator;4;27-1011.00;0.6428571428571429;Art Directors
375120;Decorador de festas infantis;Decorator for children's parties;;;;
375120;Decorador com balões;Decorator with balloons;;;;
375120;Designer de eventos;Event Designer;4;27-1025.00;0.6875;Interior Designers
375120;Decorador de lycra tensionada;Stretched lycra decorator;;;;
375120;Decorador de arte floral;Floral art decorator;;;;
375120;Ornamentador de eventos;Event planner;;;;
375120;Decorador de arte com balões;Art Decorator with Balloons;;;;
376105;Dançarino de danças folclóricas;Dancer of folk dances;;;;
376110;Dançarino de salão;Ballroom Dancer;;;;
376105;Dançarino de danças rituais;Dance dancers ritual;;;;
376105;Dançarino de danças de raiz;Root dancer;;;;
376105;Folgazão;Folgazão;;;;
376105;Sambista;Samba;;;;
376105;Bailarino de danças folclóricas;Dancer of folk dances;;;;
376110;Bailarinos populares;Popular dancers;;;;
376110;Bailarinos étnicos;Ethnic dancers;5;29-9091.00;0.6451612903225806;Athletic Trainers
376110;Bailarinos de danças parafolclóricas;Ballet dancers parafolk;;;;
376110;Dançarinos populares;Popular dancers;;;;
376110;Dançarinos étnicos;Ethnic Dancers;3;17-3012.01;0.6666666666666666;Electronic Drafters
376110;Dançarinos étnicos;Ethnic Dancers;3;27-2031.00;0.6666666666666666;Dancers
376110;Dançarinos de danças parafolclóricas;Dancers of parafolcloric dances;;;;
376110;Dançarino de rua;Street dancer;;;;
376105;Dançarino brincante;Bouncing Dancer;;;;
376215;Saltimbanco;Saltimbanco;;;;
376250;Manipulador de bonecos;Puppet Manipulator;;;;
376250;Bonequeiro;Bonequeiro;;;;
376250;Marionetistas;Puppeteers;;;;
376250;Mamulengueiro;Mamulengueiro;;;;
376245;Cômico de circo;Circus comic;;;;
376245;Clown;Clown;;;;
376245;Excêntrico;Eccentric;;;;
376245;Tony de soirée;Tony's evening;;;;
376235;Manipulador;Manipulator;;;;
376235;Ilusionista;Illusionist;;;;
376235;Prestidigitador;Conjurer;3;13-1041.06;0.625;Coroners
376230;Paradista;Paradista;1;35-3022.01;0.7058823529411765;Baristas
376230;Aramista (equilibrista);Aramista (acrobat);;;;
376230;Funâmbulo;Funambulo;;;;
376205;Saltador;Jumper;;;;
376210;Artista de lira;Lira artist;3;27-1012.00;0.6666666666666666;Craft Artists
376210;Artista de força capilar;Capillary force artist;;;;
376210;Artista de corda;Rope Artist;;;;
376215;Ventríloquo;Ventríloquo;;;;
376215;Partner (circo);Partner (circo);;;;
376215;Comedor de fogo (pirofagista);Fireplace (pyrotechnic);;;;
376215;Faquir;Fakir;;;;
376215;Homem-bala;Bullet man;;;;
376215;Comedor de espada;Sword dining room;;;;
376215;Atirador de facas;Knife thrower;;;;
376215;Pirofagista;Pirofagista;;;;
376215;Globista;Globista;;;;
376220;Deslocador;Shifter;;;;
376225;Treinador de animais (circense);Animal trainer (circus);2;39-2011.00;0.7368421052631579;Animal Trainers
376325;Animador de circo;Circus animator;;;;
376325;Apresentador animador de circo;Circus entertainer;;;;
376315;Animador de rádio;Radio animator;3;27-4013.00;0.6896551724137931;Radio Operators
376310;Comentarista de rodeio;Rodeo Commentator;;;;
376310;Animador de festas populares;Popular Party Animator;;;;
376310;Apresentador animador de festas populares;Presenter animator of popular festivals;;;;
376310;Locutor de rodeio;Dodge announcer;;;;
376305;Apresentador de espetáculos;Show host;;;;
376305;Animador de eventos;Event Animator;;;;
376305;Apresentador animador de eventos;Event Presenter;;;;
376305;Apresentador de convenções;Convention host;;;;
376320;Apresentador de telejornal;Newsreader;;;;
376320;Apresentador animador de programas de televisão;Presenter animator of television programs;;;;
376320;Animador de televisão;Television animator;;;;
376315;Apresentador animador de programas de rádio;Presenter animator of radio programs;;;;
377105;Atleta de ciclismo;Cycling athlete;;;;
377145;Boxeur;Boxer;;;;
377105;Atleta de bodybare;Atleta de bodybare;;;;
377105;Atleta de escalada;Climbing athlete;;;;
377105;Atleta de esgrima;Fencing athlete;;;;
377105;Atleta da natação;Swimming athlete;;;;
377105;Atleta de pólo aquático;Water polo athlete;;;;
377105;Peão de boiadeiro;Cowboy pawn;;;;
377105;Atleta do basquete;Basketball athlete;;;;
377105;Atleta da ginástica;Gymnastics Athlete;;;;
377105;Atleta do hóquei;Hockey Athlete;;;;
377105;Atleta de nado sincronizado;Synchronized swimming athlete;;;;
377105;Atleta de paraquedismo;Skydiving athlete;;;;
377105;Atleta de patinação;Skating athlete;;;;
377105;Atleta de peteca;Shuttlecock;;;;
377105;Atleta de remo;Rowing athlete;;;;
377105;Atleta de surf e windsurf;Surfing and windsurfing athlete;;;;
377105;Atleta de futvôlei;Futbol athlete;;;;
377105;Atleta de squash;Squash athlete;;;;
377110;Atleta de futsal;Futsal Athlete;;;;
377110;Atacante - no futebol;Forward - in football;;;;
377110;Esportista no futebol;Sportsman in football;;;;
377110;Goleiro;Goalkeeper;;;;
377110;Jogador de futebol;Football player;;;;
377110;Meio campista no futebol;Soccer midfielder;;;;
377105;Atleta de voleibol;Volleyball athlete;;;;
377105;Atleta de handebol;Handball athlete;;;;
377105;Atleta do beisebol;Baseball athlete;;;;
377105;Atleta de canoagem;Kayaking athlete;;;;
377145;Lutador profissional de boxe;Professional Boxing Fighter;;;;
377110;Zagueiro - jogador de futebol;Defender - Soccer Player;;;;
377110;Atleta de futebol sete;Seven soccer player;;;;
377115;Golfista profissional;Professional golfer;;;;
377115;Profissional de golfe;Golf Professional;;;;
377115;Jogador de golfe profissional;Professional golfer;;;;
377120;Lutador de aikidô;Aikido fighter;;;;
377120;Lutador de sumô;Sumo wrestler;4;19-1032.00;0.6363636363636364;Foresters
377120;Lutador de hapkidô;Hapkido fighter;;;;
377120;Lutador de fullcontact;Fullcontact Fighter;;;;
377120;Karateca;Karateca;;;;
377120;Lutador de karatê;Karate fighter;2;33-2011.02;0.6060606060606061;Forest Firefighters
377120;Atleta de karatê;Karate athlete;;;;
377120;Judoca;Judoca;;;;
377120;Atleta de judô;Judo athlete;;;;
377120;Jodoísta;Jodoísta;;;;
377120;Lutador de taekwondô;Taekwondo fighter;;;;
377120;Atleta de taichichuan;Let's talk with you;;;;
377120;Lutador de capoeira;Capoeira fighter;2;33-2011.02;0.6285714285714286;Forest Firefighters
377120;Lutador de kendô;Kendo fighter;;;;
377125;Tenista profissional;Professional Tennis Player;;;;
377125;Jogador de tênis profissional;Professional Tennis Player;;;;
377125;Atleta de tênis profissional;Professional tennis player;;;;
377125;Esportista profissional de tênis;Professional Tennis Player;;;;
377125;Jogador profissional de tênis;Professional tennis player;;;;
377130;Jóquei profissional;Professional Jockey;;;;
377130;Atleta do hipismo;Equestrian athlete;;;;
377140;Corredor fundista;Funding broker;;;;
377140;Maratonista;marathon;;;;
377140;Atleta de triatlo;Triathlon athlete;;;;
377145;Pugilista de luta livre;Wrestling boxer;;;;
377145;Boxeador;Boxer;;;;
377105;Atleta de vela;Sailing athlete;;;;
377210;Árbitro geral de provas fora do estádio;Referee general of tests outside the stadium;;;;
377210;Oficial encarregado de painel de advertência;Officer in charge of warning panel;;;;
377215;Assistente de apontador (basquete);Pointer assistant (basketball);;;;
377215;Apontador (basquete);Pointer (basketball);;;;
377215;Árbitro reserva (basquete);Reserve referee (basketball);;;;
377215;Árbitro de basquetebol;Basketball referee;;;;
377215;Operador dos vinte e quatro segundos (basquete);Operator of the twenty-four seconds (basketball);;;;
377215;Oficial de quadra (basquete);Court official (basketball);;;;
377215;Oficial de mesa (basquete);Official table (basketball);;;;
377215;Cronometrista (basquete);Timekeeper (basketball);;;;
377215;Fiscal de basquetebol;Basketball prosecutor;;;;
377220;Árbitro assistente (futebol);Assistant referee (soccer);;;;
377220;Árbitro reserva (futebol);Reserve referee (soccer);;;;
377220;Árbitro central (futebol);Referee (soccer);;;;
377220;Observador (futebol);Observer (football);;;;
377225;Anotador (futebol de salão);Annotator (indoor soccer);;;;
377225;Árbitro de futsal;Futsal Referee;;;;
377225;Cronometrista (futebol de salão);Timekeeper (indoor soccer);;;;
377225;Oficial de arbitragem (futebol de salão);Arbitration Officer (Hall Soccer);;;;
377230;Árbitro lateral (judô);Lateral Referee (Judo);;;;
377230;Árbitro central (judô);Central referee (judo);;;;
377230;Anotador (judô);Annotator (judo);;;;
377230;Cronometrista (judô);Chronometrist (judo);;;;
377230;Oficial de mesa (judô);Official table (judo);;;;
377230;Coordenador de área (judô);Area coordinator (judo);;;;
377235;Árbitro central (karatê);Central referee (karate);;;;
377235;Árbitro chefe de área (karatê);Area Chief Referee (karate);;;;
377235;Anotador (karatê);Annotator (karate);;;;
377235;Anotador de pontuação (karatê);Scoring Scorer (karate);;;;
377235;Juiz auxiliar (karatê);Assistant Judge (karate);;;;
377235;Cronometrista (karatê);Timekeeper (karate);;;;
377235;Árbitro reserva (karatê);Reserve referee (karate);;;;
377240;Cronometrista de pólo aquático;Water polo timekeeper;;;;
377240;Oficial de arbitragem (poloaquático);Arbitration Officer (polacoquático);;;;
377240;Juiz de gol (poloaquático);Goal judge (polacoquático);;;;
377240;Cronometrista de trinta e cinco segundos (poló aquático);Timekeeper of thirty-five seconds (water polo);;;;
377245;Controlador de líbero (vôlei);Libero driver (volleyball);;;;
377245;Apontador (vôlei);Pointer (volleyball);;;;
377245;Juiz de linha (vôlei);Line judge (volleyball);;;;
377210;Árbitro geral de pista;Referee general of track;;;;
377210;Coordenador de câmara de chegada;Arrival Camera Coordinator;4;11-9121.01;0.6428571428571429;Clinical Research Coordinators
377210;Árbitro geral de campo;Field Referee;;;;
391110;Apontador de tempo (produção);Time pointer (production);;;;
391135;Técnico analista de materiais;Technical Materials Analyst;4;27-3042.00;0.6363636363636364;Technical Writers
391105;Calculista de tempos;Time calculator;;;;
391105;Técnico analista de processos de produção;Technical Production Process Analyst;;;;
391105;Técnico de tempos e métodos;Technician of times and methods;4;25-4013.00;0.6060606060606061;Museum Technicians and Conservators
391105;Técnico analista de estudos de tempo;Technical analyst of time studies;;;;
391130;Técnico de programação e controle de serviço de manutenção;Programming and Maintenance Technician Maintenance Technician;;;;
391135;Programador e controlador de materiais;Programmer and material controller;;;;
391110;Computometrista;Computometrista;5;29-1041.00;0.7407407407407407;Optometrists
391220;Técnico de controle interno na produção;Technician of internal control in the production;;;;
391215;Auxiliar de técnico de controle de qualidade;Assistant Quality Control Technician;;;;
391215;Revisor de equipamentos (controle de qualidade);Equipment reviewer (quality control);;;;
391205;Inspetor de chopp;Chopp inspector;;;;
391205;Inspetor de ferramentas;Tool inspector;3;33-2021.01;0.6206896551724138;Fire Inspectors
391205;Inspetor de fundição;Foundry inspector;3;33-2021.01;0.6875;Fire Inspectors
