"CBO2002";"CIUO88";"titulo"
"715545";"7129";"Oficiales y operarios de la construcción (obra gruesa) y afines, no clasificados bajo otros epígrafes"
"716205";"7131";"Techadores"
"716220";"7131";"Techadores"
"716210";"7131";"Techadores"
"716215";"7131";"Techadores"
"716535";"7132";"Parqueteros y colocadores de suelos"
"716525";"7132";"Parqueteros y colocadores de suelos"
"716530";"7132";"Parqueteros y colocadores de suelos"
"716510";"7132";"Parqueteros y colocadores de suelos"
"716515";"7132";"Parqueteros y colocadores de suelos"
"716505";"7132";"Parqueteros y colocadores de suelos"
"716520";"7132";"Parqueteros y colocadores de suelos"
"716405";"7133";"Revocadores"
"715725";"7134";"Instaladores de material aislante y de insonorización"
"715730";"7134";"Instaladores de material aislante y de insonorización"
"715705";"7134";"Instaladores de material aislante y de insonorización"
"715710";"7134";"Instaladores de material aislante y de insonorización"
"715720";"7134";"Instaladores de material aislante y de insonorización"
"715715";"7134";"Instaladores de material aislante y de insonorización"
"716305";"7135";"Cristaleros"
"716310";"7135";"Cristaleros"
"716315";"7135";"Cristaleros"
"724110";"7136";"Fontaneros e instaladores de tuberías"
"724115";"7136";"Fontaneros e instaladores de tuberías"
"724130";"7136";"Fontaneros e instaladores de tuberías"
"724125";"7136";"Fontaneros e instaladores de tuberías"
"724120";"7136";"Fontaneros e instaladores de tuberías"
"724135";"7136";"Fontaneros e instaladores de tuberías"
"724105";"7136";"Fontaneros e instaladores de tuberías"
"715615";"7137";"Electricistas de obras y afines"
"950105";"7137";"Electricistas de obras y afines"
"715610";"7137";"Electricistas de obras y afines"
"953105";"7137";"Electricistas de obras y afines"
"953110";"7137";"Electricistas de obras y afines"
"953115";"7137";"Electricistas de obras y afines"
"715605";"7137";"Electricistas de obras y afines"
"716610";"7141";"Pintores y empapeladores"
"716615";"7141";"Pintores y empapeladores"
"723315";"7142";"Barnizadores y afines"
"723310";"7142";"Barnizadores y afines"
"723330";"7142";"Barnizadores y afines"
"723325";"7142";"Barnizadores y afines"
"723320";"7142";"Barnizadores y afines"
"723305";"7142";"Barnizadores y afines"
"514325";"7143";"Limpiadores de fachadas y deshollinadores"
"514315";"7143";"Limpiadores de fachadas y deshollinadores"
"722325";"7211";"Moldeadores y macheros"
"722320";"7211";"Moldeadores y macheros"
"722315";"7211";"Moldeadores y macheros"
"722305";"7211";"Moldeadores y macheros"
"722310";"7211";"Moldeadores y macheros"
"722330";"7211";"Moldeadores y macheros"
"724310";"7212";"Soldadores y oxicortadores"
"724315";"7212";"Soldadores y oxicortadores"
"724320";"7212";"Soldadores y oxicortadores"
"724325";"7212";"Soldadores y oxicortadores"
"724305";"7212";"Soldadores y oxicortadores"
"724415";"7213";"Chapistas y caldereros"
"991310";"7213";"Chapistas y caldereros"
"724440";"7213";"Chapistas y caldereros"
"724405";"7213";"Chapistas y caldereros"
"724435";"7213";"Chapistas y caldereros"
"724410";"7213";"Chapistas y caldereros"
"724420";"7213";"Chapistas y caldereros"
"724430";"7213";"Chapistas y caldereros"
"724425";"7213";"Chapistas y caldereros"
"724225";"7214";"Montadores de estructuras metálicas"
"724205";"7214";"Montadores de estructuras metálicas"
"724220";"7214";"Montadores de estructuras metálicas"
"724210";"7214";"Montadores de estructuras metálicas"
"724230";"7214";"Montadores de estructuras metálicas"
"724215";"7214";"Montadores de estructuras metálicas"
"724605";"7215";"Aparejadores y empalmadores de cables"
"724610";"7215";"Aparejadores y empalmadores de cables"
"781705";"7216";"Buzos"
"722105";"7221";"Herreros y forjadores"
"722110";"7221";"Herreros y forjadores"
"722115";"7221";"Herreros y forjadores"
"720125";"7222";"Herramentistas y afines"
"720150";"7222";"Herramentistas y afines"
"720115";"7222";"Herramentistas y afines"
"720145";"7222";"Herramentistas y afines"
"720105";"7222";"Herramentistas y afines"
"720130";"7222";"Herramentistas y afines"
"720135";"7222";"Herramentistas y afines"
"720155";"7222";"Herramentistas y afines"
"720160";"7222";"Herramentistas y afines"
"720120";"7222";"Herramentistas y afines"
"721105";"7222";"Herramentistas y afines"
"721110";"7222";"Herramentistas y afines"
"721115";"7222";"Herramentistas y afines"
"720140";"7222";"Herramentistas y afines"
"720110";"7222";"Herramentistas y afines"
"725010";"7223";"Reguladores y reguladores-operadores de máquinas herramientas"
"721210";"7223";"Reguladores y reguladores-operadores de máquinas herramientas"
"721215";"7223";"Reguladores y reguladores-operadores de máquinas herramientas"
"721220";"7223";"Reguladores y reguladores-operadores de máquinas herramientas"
"721205";"7223";"Reguladores y reguladores-operadores de máquinas herramientas"
"721225";"7223";"Reguladores y reguladores-operadores de máquinas herramientas"
"725020";"7223";"Reguladores y reguladores-operadores de máquinas herramientas"
"725015";"7223";"Reguladores y reguladores-operadores de máquinas herramientas"
"721325";"7224";"Pulidores de metales y afiladores de herramientas"
"721315";"7224";"Pulidores de metales y afiladores de herramientas"
"721310";"7224";"Pulidores de metales y afiladores de herramientas"
"721320";"7224";"Pulidores de metales y afiladores de herramientas"
"721305";"7224";"Pulidores de metales y afiladores de herramientas"
"914405";"7231";"Mecánicos y ajustadores de vehículos de motor"
"914415";"7231";"Mecánicos y ajustadores de vehículos de motor"
"914425";"7231";"Mecánicos y ajustadores de vehículos de motor"
"914420";"7231";"Mecánicos y ajustadores de vehículos de motor"
"913110";"7231";"Mecánicos y ajustadores de vehículos de motor"
"914105";"7232";"Mecánicos y ajustadores de motores de avión"
"919105";"7233";"Mecánicos y ajustadores de máquinas agrícolas e industriales"
"911305";"7233";"Mecánicos y ajustadores de máquinas agrícolas e industriales"
"914110";"7233";"Mecánicos y ajustadores de máquinas agrícolas e industriales"
"914305";"7233";"Mecánicos y ajustadores de máquinas agrícolas e industriales"
"911120";"7233";"Mecánicos y ajustadores de máquinas agrícolas e industriales"
"911130";"7233";"Mecánicos y ajustadores de máquinas agrícolas e industriales"
"911325";"7233";"Mecánicos y ajustadores de máquinas agrícolas e industriales"
"911310";"7233";"Mecánicos y ajustadores de máquinas agrícolas e industriales"
"911320";"7233";"Mecánicos y ajustadores de máquinas agrícolas e industriales"
"911315";"7233";"Mecánicos y ajustadores de máquinas agrícolas e industriales"
"913115";"7233";"Mecánicos y ajustadores de máquinas agrícolas e industriales"
"913120";"7233";"Mecánicos y ajustadores de máquinas agrícolas e industriales"
"913105";"7233";"Mecánicos y ajustadores de máquinas agrícolas e industriales"
"911205";"7233";"Mecánicos y ajustadores de máquinas agrícolas e industriales"
"911105";"7233";"Mecánicos y ajustadores de máquinas agrícolas e industriales"
"911110";"7233";"Mecánicos y ajustadores de máquinas agrícolas e industriales"
"919310";"7233";"Mecánicos y ajustadores de máquinas agrícolas e industriales"
"919110";"7233";"Mecánicos y ajustadores de máquinas agrícolas e industriales"
"523115";"7233";"Mecánicos y ajustadores de máquinas agrícolas e industriales"
"919115";"7233";"Mecánicos y ajustadores de máquinas agrícolas e industriales"
"954210";"7241";"Mecánicos y ajustadores electricistas"
"950305";"7241";"Mecánicos y ajustadores electricistas"
"730105";"7241";"Mecánicos y ajustadores electricistas"
"991205";"7241";"Mecánicos y ajustadores electricistas"
"954120";"7241";"Mecánicos y ajustadores electricistas"
"951105";"7241";"Mecánicos y ajustadores electricistas"
"954205";"7241";"Mecánicos y ajustadores electricistas"
"954125";"7241";"Mecánicos y ajustadores electricistas"
"950110";"7242";"Ajustadores electronicistas"
"910110";"7242";"Ajustadores electronicistas"
"910115";"7242";"Ajustadores electronicistas"
"910130";"7242";"Ajustadores electronicistas"
"523105";"7243";"Mecánicos y reparadores de aparatos electrónicos"
"731320";"7244";"Instaladores y reparadores de telégrafos y teléfonos"
"731330";"7244";"Instaladores y reparadores de telégrafos y teléfonos"
"731305";"7244";"Instaladores y reparadores de telégrafos y teléfonos"
"731315";"7244";"Instaladores y reparadores de telégrafos y teléfonos"
"732105";"7245";"Instaladores y reparadores de líneas eléctricas"
"732120";"7245";"Instaladores y reparadores de líneas eléctricas"
"732125";"7245";"Instaladores y reparadores de líneas eléctricas"
"732130";"7245";"Instaladores y reparadores de líneas eléctricas"
"732110";"7245";"Instaladores y reparadores de líneas eléctricas"
"732115";"7245";"Instaladores y reparadores de líneas eléctricas"
"732135";"7245";"Instaladores y reparadores de líneas eléctricas"
"740105";"7311";"Mecánicos y reparadores de instrumentos de precisión"
"741105";"7311";"Mecánicos y reparadores de instrumentos de precisión"
"741120";"7311";"Mecánicos y reparadores de instrumentos de precisión"
"741125";"7311";"Mecánicos y reparadores de instrumentos de precisión"
"741110";"7311";"Mecánicos y reparadores de instrumentos de precisión"
"741115";"7311";"Mecánicos y reparadores de instrumentos de precisión"
"915115";"7311";"Mecánicos y reparadores de instrumentos de precisión"
"915105";"7311";"Mecánicos y reparadores de instrumentos de precisión"
"742105";"7312";"Constructores y afinadores de instrumentos musicales"
"742115";"7312";"Constructores y afinadores de instrumentos musicales"
"742125";"7312";"Constructores y afinadores de instrumentos musicales"
"742130";"7312";"Constructores y afinadores de instrumentos musicales"
"742120";"7312";"Constructores y afinadores de instrumentos musicales"
"742110";"7312";"Constructores y afinadores de instrumentos musicales"
"742135";"7312";"Constructores y afinadores de instrumentos musicales"
"742140";"7312";"Constructores y afinadores de instrumentos musicales"
"740110";"7312";"Constructores y afinadores de instrumentos musicales"
"915210";"7312";"Constructores y afinadores de instrumentos musicales"
"750105";"7313";"Joyeros, orfebres y plateros"
"751010";"7313";"Joyeros, orfebres y plateros"
"751125";"7313";"Joyeros, orfebres y plateros"
"751110";"7313";"Joyeros, orfebres y plateros"
"751015";"7313";"Joyeros, orfebres y plateros"
"751020";"7313";"Joyeros, orfebres y plateros"
"751005";"7313";"Joyeros, orfebres y plateros"
"751105";"7313";"Joyeros, orfebres y plateros"
"751120";"7313";"Joyeros, orfebres y plateros"
"751115";"7313";"Joyeros, orfebres y plateros"
"752305";"7321";"Alfareros y afines (barro, arcilla y abrasivos)"
"752320";"7321";"Alfareros y afines (barro, arcilla y abrasivos)"
"752325";"7321";"Alfareros y afines (barro, arcilla y abrasivos)"
"752310";"7321";"Alfareros y afines (barro, arcilla y abrasivos)"
"752315";"7321";"Alfareros y afines (barro, arcilla y abrasivos)"
"828110";"7321";"Alfareros y afines (barro, arcilla y abrasivos)"
"828105";"7321";"Alfareros y afines (barro, arcilla y abrasivos)"
"752330";"7321";"Alfareros y afines (barro, arcilla y abrasivos)"
"752235";"7322";"Sopladores, modeladores, laminadores, cortadores y pulidores de vidrio"
"752105";"7322";"Sopladores, modeladores, laminadores, cortadores y pulidores de vidrio"
"752115";"7322";"Sopladores, modeladores, laminadores, cortadores y pulidores de vidrio"
"752110";"7322";"Sopladores, modeladores, laminadores, cortadores y pulidores de vidrio"
"752120";"7322";"Sopladores, modeladores, laminadores, cortadores y pulidores de vidrio"
"752230";"7322";"Sopladores, modeladores, laminadores, cortadores y pulidores de vidrio"
"752210";"7322";"Sopladores, modeladores, laminadores, cortadores y pulidores de vidrio"
"752205";"7322";"Sopladores, modeladores, laminadores, cortadores y pulidores de vidrio"
"752220";"7323";"Grabadores de vidrio"
"752215";"7323";"Grabadores de vidrio"
"752225";"7323";"Grabadores de vidrio"
"752405";"7324";"Pintores decoradores de vidrio, cerámica y otros materiales"
"752430";"7324";"Pintores decoradores de vidrio, cerámica y otros materiales"
"752415";"7324";"Pintores decoradores de vidrio, cerámica y otros materiales"
"752420";"7324";"Pintores decoradores de vidrio, cerámica y otros materiales"
"752410";"7324";"Pintores decoradores de vidrio, cerámica y otros materiales"
"752425";"7324";"Pintores decoradores de vidrio, cerámica y otros materiales"
"766145";"7341";"Cajistas, tipógrafos y afines"
"768605";"7341";"Cajistas, tipógrafos y afines"
"768615";"7341";"Cajistas, tipógrafos y afines"
"768610";"7341";"Cajistas, tipógrafos y afines"
"766120";"7341";"Cajistas, tipógrafos y afines"
"768620";"7341";"Cajistas, tipógrafos y afines"
"766125";"7343";"Grabadores de imprenta y fotograbadores"
"766115";"7343";"Grabadores de imprenta y fotograbadores"
"766105";"7343";"Grabadores de imprenta y fotograbadores"
"766150";"7343";"Grabadores de imprenta y fotograbadores"
"766405";"7344";"Operarios de la fotografía y afines"
"766410";"7344";"Operarios de la fotografía y afines"
"766415";"7344";"Operarios de la fotografía y afines"
