CODIGO;TITULO;trad;Job_Zone;code;prox;title
631320;Criador de ostras;Oyster Breeder;3;45-2021.00;0.5517241379310345;Animal Breeders
631315;Criador de mexilhões;Mussel Maker;3;51-7031.00;0.6;Model Makers, Wood
631310;Criador de jacarés;Creator of alligators;2;47-2041.00;0.5263157894736842;Carpet Installers
631305;Criador de camarões;Shrimp maker;2;39-5093.00;0.5454545454545454;Shampooers
631405;Gelador industrial;Industrial ice maker;4;17-2112.00;0.75;Industrial Engineers
631420;Redeiro (pesca);Reed (fishing);;;;
631415;Proeiro;Proeiro;4;27-2012.01;0.625;Producers
631410;Gelador profissional;Professional burner;3;51-9071.07;0.5365853658536586;Precious Metal Workers
632010;Raizeiro;Lise color;2;43-4031.03;0.5833333333333334;License Clerks
632015;Viveirista florestal;Forestry worker;4;19-1032.00;0.6666666666666666;Foresters
632005;Guia florestal;Forestry guide;4;19-1032.00;0.6086956521739131;Foresters
632115;Identificador florestal;Forest identifier;2;33-2011.02;0.7222222222222222;Forest Firefighters
632110;Cubador de madeira;Wooden bucket;;;;
632105;Classificador de toras;Log Sorter;1;35-2015.00;0.5714285714285714;Cooks, Short Order
632120;Operador de motosserra;Chainsaw Operator;3;27-4013.00;0.6875;Radio Operators
632125;Trabalhador de extração florestal, em geral;Forest worker in general;3;19-4093.00;0.5423728813559322;Forest and Conservation Technicians
632215;Trabalhador da exploração de resinas;Resin worker;4;39-9032.00;0.6666666666666666;Recreation Workers
632210;Trabalhador da exploração de espécies produtoras de gomas não elásticas;Worker of the exploitation of species producing non-elastic gums;;;;
632205;Seringueiro;Seringueiro;2;27-2042.01;0.6666666666666666;Singers
632370;Trabalhador da exploração de tucum;Tucum farm worker;2;39-9011.00;0.5294117647058824;Childcare Workers
632365;Trabalhador da exploração de piaçava;Piaçava Farm Worker;2;39-9011.00;0.5555555555555556;Childcare Workers
632360;Trabalhador da exploração de pequi;Peanut Farm Worker;3;51-9071.06;0.6341463414634146;Gem and Diamond Workers
632355;Trabalhador da exploração de ouricuri;Ouricuri exploration worker;1;35-2021.00;0.5882352941176471;Food Preparation Workers
632350;Trabalhador da exploração de oiticica;Oiticica exploration worker;4;39-9032.00;0.5777777777777777;Recreation Workers
632345;Trabalhador da exploração de murumuru;Murumuru Farm Worker;2;45-2092.01;0.5714285714285714;Nursery Workers
632340;Trabalhador da exploração de malva (pãina);Mauve Farm Worker (Paw);2;45-2092.01;0.5263157894736842;Nursery Workers
632335;Trabalhador da exploração de copaíba;Copaiba farm worker;2;39-9011.00;0.5555555555555556;Childcare Workers
632330;Trabalhador da exploração de coco-da-praia;Beach Coconut Farm Worker;5;21-1022.00;0.56;Healthcare Social Workers
632325;Trabalhador da exploração de carnaúba;Worker of the carnauba exploration;;;;
632320;Trabalhador da exploração de buriti;Buriti Farm Worker;2;45-2092.01;0.6060606060606061;Nursery Workers
632315;Trabalhador da exploração de bacaba;Bacaba Farm Worker;2;39-9011.00;0.5714285714285714;Childcare Workers
632305;Trabalhador da exploração de andiroba;Andiroba Farm Worker;2;33-9011.00;0.5714285714285714;Animal Control Workers
632310;Trabalhador da exploração de babaçu;Babassu holding worker;;;;
632405;Trabalhador da exploração de açaí;Acai Farm Worker;2;43-3041.00;0.6285714285714286;Gaming Cage Workers
632410;Trabalhador da exploração de castanha;Chestnut Farm Worker;2;37-2021.00;0.65;Pest Control Workers
632415;Trabalhador da exploração de pinhão;Pinhão farm worker;3;51-9071.07;0.55;Precious Metal Workers
632420;Trabalhador da exploração de pupunha;Worker of the pupunha;;;;
632505;Trabalhador da exploração de árvores e arbustos produtores de substâncias aromát., Medic. E tóxicas;Exploitation worker of trees and shrubs producing aromatic substances, Medic. And toxic;;;;
632510;Trabalhador da exploração de cipós produtores de substâncias aromáticas, medicinais e tóxicas;Worker of the exploitation of vines producing aromatic, medicinal and toxic substances;;;;
632525;Trabalhador da extração de substâncias aromáticas, medicinais e tóxicas, em geral;Worker of extraction of aromatic, medicinal and toxic substances, in general;;;;
632520;Trabalhador da exploração de raízes produtoras de substâncias aromáticas, medicinais e tóxicas;Root-processing worker producing aromatic, medicinal and toxic substances;;;;
632515;Trabalhador da exploração de madeiras tanantes;Tanner Woods Exploitation Worker;2;47-5081.00;0.6101694915254238;Helpers--Extraction Workers
632605;Carvoeiro;Carvoeiro;;;;
632610;Carbonizador;Carbonizer;3;13-1041.06;0.6666666666666666;Coroners
632615;Ajudante de carvoaria;Charcoal Helper;4;17-2041.00;0.5454545454545454;Chemical Engineers
641010;Operador de máquinas de beneficiamento de produtos agrícolas;Operator of machines for processing agricultural products;1;45-2041.00;0.5050505050505051;Graders and Sorters, Agricultural Products
641005;Operador de colheitadeira;Combine Operator;3;43-9011.00;0.7647058823529411;Computer Operators
641015;Tratorista agrícola;Agricultural tractor;2;45-2011.00;0.7906976744186046;Agricultural Inspectors
642010;Operador de máquinas florestais estáticas;Static machine operator;1;51-6031.00;0.723404255319149;Sewing Machine Operators
642005;Operador de colhedor florestal;Operator of florestal lanyard;;;;
642015;Operador de trator florestal;Forestry operator;4;19-1032.00;0.6153846153846154;Foresters
643005;Trabalhador na operação de sistema de irrigação localizada (microaspersão e gotejamento);Worker in the operation of localized irrigation system (micro sprinkler and drip);;;;
643010;Trabalhador na operação de sistema de irrigação por aspersão (pivô central);Worker in the operation of irrigation system by sprinkler (central pivot);;;;
643015;Trabalhador na operação de sistemas convencionais de irrigação por aspersão;Worker in the operation of conventional sprinkler irrigation systems;;;;
643020;Trabalhador na operação de sistemas de irrigação e aspersão (alto propelido);Worker in the operation of irrigation and sprinkler systems (high propelled);;;;
643025;Trabalhador na operação de sistemas de irrigação por superfície e drenagem;Worker in operation of surface irrigation and drainage systems;2;51-1011.00;0.5166666666666667;First-Line Supervisors of Production and Operating Workers
710120;Supervisor de produção na mineração;Mining Production Supervisor;3;17-3029.09;0.625;Manufacturing Production Technicians
710115;Supervisor de perfuração e desmonte;Supervisor of drilling and dismantling;2;51-1011.00;0.5625;First-Line Supervisors of Production and Operating Workers
710110;Supervisor de extração de sal;Supervisor of salt extraction;3;39-1021.00;0.5569620253164557;First-Line Supervisors of Personal Service Workers
710105;Supervisor de apoio operacional na mineração;Supervisor of operational support in mining;3;33-1011.00;0.5333333333333333;First-Line Supervisors of Correctional Officers
710125;Supervisor de transporte na mineração;Mining Transportation Supervisor;4;11-3071.01;0.6545454545454545;Transportation Managers
710220;Supervisor de usina de concreto;Concrete plant supervisor;2;39-1012.00;0.5853658536585366;Slot Supervisors
710215;Inspetor de terraplenagem;Earthmoving inspector;3;53-6051.01;0.6;Aviation Inspectors
710210;Mestre de linhas (ferrovias);Master of lines (railways);;;;
710205;Mestre (construção civil);Master (civil construction);;;;
710225;Fiscal de pátio de usina de concreto;Concrete Plant Patio Fiscal;2;51-8013.00;0.5416666666666666;Power Plant Operators
711130;Mineiro;Miner;2;27-2042.01;0.6666666666666666;Singers
711105;Amostrador de minérios;Ore sampler;2;43-4151.00;0.6086956521739131;Order Clerks
711110;Canteiro;Construction site;2;47-2031.01;0.75;Construction Carpenters
711115;Destroçador de pedra;Stone Destroyer;3;47-2022.00;0.5384615384615384;Stonemasons
711120;Detonador;Detonator;;;;
711125;Escorador de minas;Mine cutter;4;17-2121.02;0.5714285714285714;Marine Architects
711205;Operador de caminhão (minas e pedreiras);Truck operator (mines and quarries);1;47-5011.00;0.6153846153846154;Derrick Operators, Oil and Gas
711210;Operador de carregadeira;Loader Operator;3;27-4013.00;0.7333333333333333;Radio Operators
711245;Operador de trator (minas e pedreiras);Tractor operator (mines and quarries);1;47-5011.00;0.5671641791044776;Derrick Operators, Oil and Gas
711240;Operador de schutthecar;Schutthecar operator;2;53-7111.00;0.6956521739130435;Mine Shuttle Car Operators
711235;Operador de motoniveladora (extração de minerais sólidos);Motor grader operator (extraction of solid minerals);;;;
711230;Operador de máquina perfuratriz;Drilling Machine Operator;1;51-6031.00;0.8163265306122449;Sewing Machine Operators
711225;Operador de máquina perfuradora (minas e pedreiras);Drilling machine operator (mines and quarries);2;51-9111.00;0.5979381443298969;Packaging and Filling Machine Operators and Tenders
711220;Operador de máquina de extração contínua (minas de carvão);Operator of continuous extraction machine (coal mines);;;;
711215;Operador de máquina cortadora (minas e pedreiras);Cutting machine operator (mines and quarries);2;51-3093.00;0.6206896551724138;Food Cooking Machine Operators and Tenders
711330;Torrista (petróleo);Torrista (oil);;;;
711325;Plataformista (petróleo);Platform maker (oil);3;51-7032.00;0.5641025641025641;Patternmakers, Wood
711320;Sondador de poços (exceto de petróleo e gás);Well drilling rig (excluding oil and gas);;;;
711315;Sondador (poços de petróleo e gás);Driller (oil and gas wells);2;47-5021.00;0.5573770491803278;Earth Drillers, Except Oil and Gas
711310;Operador de sonda rotativa;Rotary probe operator;2;47-5012.00;0.5714285714285714;Rotary Drill Operators, Oil and Gas
711305;Operador de sonda de percussão;Percussion Probe Operator;3;51-5112.00;0.6938775510204082;Printing Press Operators
711405;Garimpeiro;Gold miner;2;47-2121.00;0.5555555555555556;Glaziers
711410;Operador de salina (sal marinho);Operator of saline (sea salt);5;15-2031.00;0.5614035087719298;Operations Research Analysts
712105;Moleiro de minérios;Ore miller;2;43-4151.00;0.6363636363636364;Order Clerks
712110;Operador de aparelho de flotação;Flotation device operator;3;27-4013.00;0.55;Radio Operators
712115;Operador de aparelho de precipitação (minas de ouro ou prata);Precipitation apparatus operator (gold or silver mines);;;;
712120;Operador de britador de mandíbulas;Operator of jaw crusher;;;;
712125;Operador de espessador;Thickener Operator;2;43-2021.00;0.7027027027027027;Telephone Operators
712130;Operador de jig (minas);Operator of jig (mines);;;;
712135;Operador de peneiras hidráulicas;Hydraulic sieve operator;2;47-2072.00;0.5333333333333333;Pile-Driver Operators
712205;Cortador de pedras;Stone cutter;;;;
712210;Gravador de inscrições em pedra;Stone Engraver Recorder;;;;
712215;Gravador de relevos em pedra;Stone Relief Recorder;;;;
712220;Polidor de pedras;Stone polisher;3;43-9031.00;0.5625;Desktop Publishers
712225;Torneiro (lavra de pedra);Turner (stone mining);;;;
712230;Traçador de pedras;Stone tracer;3;47-2022.00;0.5217391304347826;Stonemasons
715105;Operador de bate-estacas;Stacker operator;3;43-9011.00;0.6470588235294118;Computer Operators
715110;Operador de compactadora de solos;Solo compactor operator;3;43-9011.00;0.6341463414634146;Computer Operators
715115;Operador de escavadeira;Excavator Operator;3;27-4013.00;0.6666666666666666;Radio Operators
715120;Operador de máquina de abrir valas;Open pit machine operator;1;51-6031.00;0.6938775510204082;Sewing Machine Operators
715130;Operador de motoniveladora;Motor Grader Operator;2;53-5022.00;0.75;Motorboat Operators
715145;Operador de trator de lâmina;Blade Tractor Operator;3;51-8011.00;0.6792452830188679;Nuclear Power Reactor Operators
715140;Operador de pavimentadora (asfalto, concreto e materiais similares);Paver operator (asphalt, concrete and similar materials);;;;
715135;Operador de pá carregadeira;Wheel loader operator;2;51-8091.00;0.5714285714285714;Chemical Plant and System Operators
715125;Operador de máquinas de construção civil e mineração;Construction and mining machine operator;3;47-4011.00;0.7368421052631579;Construction and Building Inspectors
715230;Pedreiro de edificações;Building mason;;;;
715225;Pedreiro (mineração);Mason (mining);;;;
715220;Pedreiro (material refratário);Masonry (refractory material);;;;
715215;Pedreiro (chaminés industriais);Masonry (industrial chimneys);3;49-9041.00;0.576271186440678;Industrial Machinery Mechanics
715205;Calceteiro;Calceteiro;4;27-2012.04;0.5384615384615384;Talent Directors
715210;Pedreiro;Bricklayer;2;47-2151.00;0.6;Pipelayers
715305;Armador de estrutura de concreto;Concrete Frame Builder;2;51-9197.00;0.5714285714285714;Tire Builders
715310;Moldador de corpos de prova em usinas de concreto;Concrete Mold Maker in Concrete Plants;2;47-2051.00;0.5405405405405406;Cement Masons and Concrete Finishers
715315;Armador de estrutura de concreto armado;Reinforced concrete structure owner;;;;
715415;Operador de central de concreto;Concrete plant operator;2;51-8013.00;0.6818181818181818;Power Plant Operators
715410;Operador de bomba de concreto;Concrete pump operator;3;43-9011.00;0.6;Computer Operators
715405;Operador de betoneira;Concrete Mixer Operator;3;43-9011.00;0.6829268292682927;Computer Operators
715505;Carpinteiro;Carpenter;2;47-2031.02;0.72;Rough Carpenters
715515;Carpinteiro (cenários);Carpenter (Scenarios);2;47-2031.02;0.5405405405405406;Rough Carpenters
715520;Carpinteiro (mineração);Carpenter (mining);2;47-2031.02;0.5294117647058824;Rough Carpenters
715510;Carpinteiro (esquadrias);Carpenter (frames);2;47-2031.02;0.5882352941176471;Rough Carpenters
715545;Montador de andaimes (edificações);Scaffolding erector (buildings);;;;
715540;Carpinteiro de obras civis de arte (pontes, túneis, barragens);Carpenter of civil works of art (bridges, tunnels, dams);;;;
715535;Carpinteiro de fôrmas para concreto;Concrete Formwork Carpenter;2;47-2031.01;0.64;Construction Carpenters
715530;Carpinteiro (telhados);Carpenter (roofing);2;47-2031.02;0.5142857142857142;Rough Carpenters
715525;Carpinteiro de obras;Construction Carpenter;2;47-2031.01;0.9777777777777777;Construction Carpenters
715610;Eletricista de instalações (edifícios);Electrician of premises (buildings);3;47-2111.00;0.5106382978723404;Electricians
715605;Eletricista de instalações (cenários);Facilities electrician (scenarios);2;47-3013.00;0.509090909090909;Helpers--Electricians
715615;Eletricista de instalações;Facilities electrician;2;47-3013.00;0.6046511627906976;Helpers--Electricians
715710;Instalador de isolantes acústicos;Installer of acoustic insulation;;;;
715705;Aplicador de asfalto impermeabilizante (coberturas);Waterproofing asphalt applicator (roofing);;;;
715715;Instalador de isolantes térmicos (refrigeração e climatização);Installer of thermal insulation (refrigeration and air conditioning);;;;
715730;Instalador de material isolante, a máquina (edificações);Installer of insulation material, the machine (buildings);;;;
715725;Instalador de material isolante, a mão (edificações);Installer of insulation material, the hand (buildings);;;;
715720;Instalador de isolantes térmicos de caldeira e tubulações;Installer of thermal boiler and pipe insulation;2;53-7061.00;0.5185185185185185;Cleaners of Vehicles and Equipment
716105;Acabador de superfícies de concreto;Concrete Surface Finisher;2;47-2043.00;0.5769230769230769;Floor Sanders and Finishers
716110;Revestidor de superfícies de concreto;Concrete Surface Coating;3;51-9195.05;0.5217391304347826;Potters, Manufacturing
716210;Telhador (telhas de cimento-amianto);Slatter (cement-asbestos tiles);2;43-3021.01;0.5106382978723404;Statement Clerks
